customer_id,customer_name,review_head,review_body,review_date,ratings
customer_review-RBY91KXVWUT9H,aman singh,Pls dont buy seller is giving defective lens,got defective lens buddy helping,14-12-2018,1
customer_review-R280DOBMWQ1IQK,Amal Sreekumar,Good one for beginners,got 19k festival sales incredible price easy use good picture quality easy transfer photos via nfc good battery also,11-11-2018,5
customer_review-R1K2R1TSVE83BJ,RC,My first DSLR Cool Haan,great camera perfect product young budding photographer useful inhouse nature functions spare time photography take high quality pics videos portrait landscape wildlife nature pics etc,27-11-2019,5
customer_review-R3Q8WOUGB2PWW8,Thamizh,Good for beginners - Not recommended for Professionals,using couple months model canon removed center pin hot shoe hence cheaper market external speedlight flashes cannot used dslr model models used ttl capable 4k inr anyone looking buy please prepared invest costly canon third party speedlight flashes inbuilt flash use,01-10-2019,1
customer_review-RROED6D6H1DSN,Apy seth,Perfect for Beginners as well as Casual usage.,beginner friendly bought cousin complete newbie photography took picture attached first day focus speed good nikon entry levels battery backup slightly worse well color profile much better canon details close nikon d5600 major negative fixed display wifi mobile connection really helps,18-07-2019,5
customer_review-RDX5ONJ0SBNPT,MANAS DE,awesome camera in this price range,awesome camera price range,07-10-2018,5
customer_review-RUIYQ8C2SIJDF,Biswajit sahoo,Very nice product .I am happy with my camera 1500d,first time dslr nice producti really like also inquiry purchasing canonn 1500d found nikon 3500 vs canonn 1500d really nice amazon company delivery person badhe didnt delivery mention attitude dependent upon way u treat mei take product another person talk himamazone company look matter,02-10-2019,5
customer_review-R2UP3PHE02JYPZ,Ankit,Useless with basic lens provided,ok useful basic lens provided itpictures look like taken mobile camera pic thinking taken dslr comes higher lenses used either go 50250 70300 basic lens 1555 useless,14-07-2019,5
customer_review-R3F7WB9V8MAFKD,Dominic,Great camera for beginners!,bought camera 23000the camera packed pretty well camera really good beginnerssome people say kit lens bad feel get pretty decent shots learn use itthe auto focus good recommend use manual focusjust get perfect shotone reasons bought camera wifi functionit works really well convenient,09-05-2019,4
customer_review-R2S9UXET7BVBF3,Ashu,Awesome camera,purchased gift really great deal best part liked person gifted actually enjoys photos sharp usability good great product good quality amazon,24-01-2019,5
customer_review-R17JWA8ZEPBGH8,umang s.,Very good product if u dont waana record super audio,main drawback 35 mm jack recording audio connector connect mini usb port 35 mm jack accessories,06-11-2018,5
customer_review-R1WKBOWXPLN4EQ,Madhao Sarode,Not user friendly.,user friendly every click need set lense pics get blurred one help support helpline responding tried register product couldnt till date canon third class products services,04-09-2019,1
customer_review-R29LORT0VLHWU1,Akshay Das C M,Best for beginners,good camera started loving could able use cam pro autofocus bad kitlens dont know lens night snaps average gys use manual mode get awesome results auto night photography little bit bad overall perfect choice beginners recommended video shooting auto focus,06-12-2019,5
customer_review-R2RG26UW447U6S,Yash Nimbalkar,Best camera for begineers !,canon 1500d excellent package begineers controls amazing easy use images crisp clear autofocus also great con noticed product screen display mode capturing images auto focus take lot time focus subject otherwise overallthe product worth every penny thanks amazon ontime delivery great package,16-03-2019,5
customer_review-R2RGW187MAUQF0,HOKATO AWOMI,Worth the money.,camera worth money focus slow one bad camera doesnt 35mm external mic port connection wise picture quality prime lens zoom lens awesome,05-06-2019,4
customer_review-R1943Y1RKQ7E8A,Sumanta B.,Must buy,expected entry level dslr best beginners easy operate got 1855 lense good except zoom 3x however buy zoom lens purpose battery also good lasts whole day continuous shooting,25-10-2019,5
customer_review-R1L2PZTRRHOI61,Harsh,"Easy to use, entry level camera",suitable easy handle dslr camera people want start digital photography able operate camera easily learning different functionalities watching several videos online strongly recommended people little exposure dslr one always choose buy better lens later feel like upgrading quality pictures,01-03-2019,5
customer_review-R3U34Y5VUHT3D5,satheesh kumar review,Canon EOS 1500 D camera.. already registered with the manufacturer two and a half months back.,received product 4102019 tried register product website canon get extended warranty revealed product already registered 13062019 warranty would expire 1262021 also revealed suppliers name incorrect entered details supplier website canon shown invoice net result warranty reduced two half months reason believe used product vendor expected answer doubts,04-10-2019,5
customer_review-R2PG3B206I649N,Harsha Vardhan,Best Beginners Camera,best daylight shoots perfect night shoots used beginner also beginner modeling pose want look best time acting aware camera show imperfections better youre going,08-05-2019,5
customer_review-R15YSY6B3E3ZG0,Rajesh pabari,"Awesome product, amazing quality, canon rocks",amazing product got 21490 great buy price first dslr ever fully satisfied,02-07-2019,5
customer_review-R2I2M0P2O7J0KP,Amazon Customer,"Nikon 3400 is better if you get in cheap price. I got canon 1500d for ₹21,990 on sale.",nikon 3400 better 3500 dont buy nikon 3500 choose canon 1500 wifi camera app definitely need extra lens 50mm good though kit lens ok believe definitely need extra lens zoom lens need dont buy combo lens go 50 mm lens one thing,17-07-2019,4
customer_review-RU0X19YYD3ZJV,Pratyush,Must read,camera great beginners stated learn features slightly complex understanding ever used nikon camerai would suggest buy nikon transition little uneasy camera good used camera limited scenarios experienced far great,02-07-2019,4
customer_review-R25FYEK0EZAAVI,DKS,My first DSLR,enjoying easy operate fixed isos working camera connect app samsung phone neglect good beginners four stars,28-07-2019,4
customer_review-R1249MDY0BW4NP,Bhupender Kumar,Additional third party flash can't work on it,going camera fine cant use third party additional flash light bought canon flash costing 20000 prefer want use additional dont buy otherwise normal purpose athome fine,19-03-2019,3
customer_review-R2235NP5OH749G,Nishant Deshmukh,Canon EOS 1500d Buying Guide Review,camera good beginners u go 1500 3000d picture quality video quality 1500d mark auto fuces bad r vlogger less bought pls get self better mobile camera videos record videos 1080p 30 fps 720p 50 fps video samples quit good average go prime lens 18 55mm lens boke blue background u r photos videos quit better 3000d got camera 20990 rs sbi debit card 10 offer great indian sale,08-10-2019,4
customer_review-RKLULJD9NHADD,k.sandeep k.,Best,bought normal pretty good beginners camera bought lens 50mm cool camera even normal beginners click like proffisinal post another review days help one waiting buy,14-09-2019,5
customer_review-R2PQKD1Q6VZEGZ,Satya Sandeep Kanumalli,Go for it,go u get good deal pros 1 cannon best lenses support 2 wifi connectivity sharing 3 ease use cons 1 user friendly 343500 2 bulky,27-01-2019,5
customer_review-R6IIJEU9D18LE,Amazon Customer,"super duper , personaly recommend go for it",super camara picture qulity clearly auto focus amazing beginners go blindly5 star rating overall smooth hendy camara lcd display cool bright also camara easy work fast photo capture wife connect mobile features like amazon delivery late order 1102019 packeg arrived 7102019 7 days waitnot speedy prosses,08-10-2019,5
customer_review-R1AXUIURZNZ5EE,Mahesh,Best DSLR for beginers...,product awesome picture quality great 24mp camera u want background blur uneed purchase canon 55m f18 stm lens connect camera enjoy,14-11-2018,4
customer_review-R3128BY2DP35DD,Ankur,Not for studio photography,good camera canon simply loosing credebility making silly changes camera restrict camera professional use camera suitable studio photography canon removed universal pin camera hotshoe shame canon,14-12-2019,4
customer_review-R15FBULEB4CZVE,Anu,Good for beginners.,beginner photography suggested buy product photographer friend mine far good practice skills definitely would suggest move better options quickly comes kit lense kit bag hold camera body lense batterycharger holding loop bag got torn second day bit dissapointing,27-08-2019,4
customer_review-R1DPYW2HPFF3TR,Yogesh Poyyara Haridasan,Good product.,good camera easy handle beginner good lens would juz wonders price range used basic nikon also never felt easy,04-03-2019,5
customer_review-R3HZA8IOAQVPJC,Amazon Customer,Good for beginners,2 days used auto focus taking long time guess need training write review using one month please order lens well better experience,19-10-2019,5
customer_review-R221BLAMH99N5Z,Karan Varma,Highly recommended for Beginners,perfect beginners would advise got lucky sale got good bargain deal camera 1 lense bag 16 gig memory card product friendly use easy maintain,27-10-2018,5
customer_review-RC8MLMDO064GQ,Mukti C.,Night mode not good,recently bought camera night mode pics really coming blurr shakypickels also clear night modepls help find right mode replace one think problem purchase price went 21000 highly disappointing,20-05-2019,1
customer_review-R2A6EDEEM76CE9,Argha Ghosh,"Authentic, value for money",well found product authentic buying amazon entry level photography enthusiasts good product starters bought camera reasonable price great india shopping,12-12-2018,5
